"Vessel","Cruise","Haul","lont","latt","depth","btemp","slope","atemp","color","speed","sort","phi","aO2","aturb","apH","asal","area","area.name","AKskate","ALskate","ATF","Kam","Gturb","Phal","FHS","YFS","NRS","AKplaice","Sable","Ggren","Pgren","Pcod","Shortraker","POP","RE_BS","Scrab","Pollock","SST","N1","Evenness","Porifera","Paragorgia","Plexauridae","Soft_corals","Primnoa","Antipatharia","WhipsPens","Bamboo","pH","Turbidity","O2","Light","SALINITY","Sponge_unid","Aphrocallistes","Hexac_vase","Demo_high","Demo_low"
57,200202,13,-906580.5972,712190.0262,533,NA,7.623739719,3.3834939,1191.927124,0.020480059,1.73468709,4.58765316,170.3158722,0.188863844,7.700204372,33.71627426,2,"BCPC",0,0.695566045,22.77637833,16.68267423,7.975823979,18.9900441,0,0,0,0,51.72283663,3.011391817,0,0,0,0,0,0,0,39.03898522,9.38195611,0.662040304,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,15,-890716.9849,700486.8838,244,3.4,0.250103772,3.591281891,1177.905273,0.018834347,1.717268825,4.378961086,164.5361176,0.241992533,7.695009232,33.62451935,2,"BCPC",0,0.089213626,3.984199456,0.378144121,3.467165939,0,0.755274452,0,0,0,0,0,0,14.68476568,0,4.493629539,0.901767281,0,6.594711822,0,13.75425052,0.525801675,0.02078272,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,16,-890842.1226,690436.0904,508,3.6,1.049257517,3.530915976,1191.862061,0.01609122,1.563653231,4.554065704,119.7706451,0.251219451,7.63598299,33.67348099,2,"BCPC",0,0.475802126,10.88138775,18.78125458,7.920553871,16.09762715,0.166013568,0,0.042925627,0,25.84846768,1.673065085,0,0,0,0,0.277723632,0,0,36.42472146,9.769960184,0.719542483,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,18,-876181.1517,678288.4656,309,3.3,3.263216257,3.620214224,1246.366943,0.006707358,1.569488049,4.486063957,145.0539398,0.213007793,7.663538456,33.57965851,2,"BCPC",1.956338853,4.035872848,17.51834918,8.791205325,12.6718523,5.194892743,0.265608726,0,0,0,0.818015742,0,0,4.691271003,0,5.819738503,0.438574705,0,15.4560625,0,14.74240602,0.681041614,0,0,0,0,0,0,0.002463903,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,19,-884095.2057,677152.4556,635,3.3,4.430494308,3.518737793,1276.267456,0.008647105,1.54563868,4.619348526,107.4231339,0.198893011,7.613917828,33.6703949,2,"BCPC",0,5.753784032,1.084984478,7.669985735,21.03937681,11.46251143,0,0,0,0,21.60129001,27.97136594,0,0,0,0,0,0,0.696565214,26.11213239,11.45261459,0.756494966,0.006732601,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,20,-876379.6442,668713.1877,405,3.7,2.502217054,3.620915174,1262.092285,0.008557891,1.563145757,4.614907742,130.7025146,0.210701421,7.635485649,33.64438248,2,"BCPC",0,0.659751851,79.3076704,6.327620024,5.45294901,0,6.602516628,0,0,0,9.601388678,13.01760375,0,0,0,0.962138116,0.47282216,0.044983081,0.694738691,19.71758372,8.020898083,0.524901916,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,21,-847046.4218,642992.6322,204,3.5,1.150287271,3.768595934,1166.38855,0.004280782,1.668800116,4.406587124,218.882782,0.236692324,7.763844013,33.50306702,12,"OS",4.663289357,0,40.76601226,0.378703412,0,0.536328636,6.425871728,0,0,0,0,0,0,14.30209695,0,1.50071299,0.591724082,0.042805572,6.345296534,0.278488015,8.64409069,0.506626087,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,22,-861087.2779,627518.3671,503,3.6,0.684455931,3.526379108,1413.661255,0.004714238,1.607054591,4.626347065,99.17664337,0.283135414,7.622604847,33.74578476,2,"BCPC",0,0,2.113975705,8.20927232,8.15390629,3.130194026,0,0,0,0,4.429282429,63.85464947,0,0,0,0,0,0,0,21.31592169,6.225439788,0.461860156,0.618589557,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,23,-867461.5277,626916.5151,663,3.2,6.941753387,3.349225998,1432.740601,0.006346512,1.594002962,4.775306702,60.96162796,0.265269846,7.569199562,33.81243515,2,"BCPC",0,0.496142738,0.635062705,21.22002492,23.59158721,0,0,0,0,0,17.71229576,55.51837241,0,0,0,0,0,0,0,5.656027216,8.031616508,0.625067019,0.581975432,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,24,-871462.2917,646065.1874,483,3.6,1.317460895,3.579338551,1318.593018,0.00863438,1.561009884,4.745196819,87.22224426,0.231600657,7.578454018,33.71335602,2,"BCPC",0,0,0,5.501188407,7.912668257,0,0,0,0,0,5.425829662,42.80376733,0,0,0,0.232104936,0,0,0.151722274,13.48921541,8.127525465,0.528960317,0.087416145,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,25,-859674.4666,607438.9344,548,3.4,2.653056622,3.436720848,1408.608398,0.004723217,1.591384292,4.765658855,69.51557922,0.337205589,7.603558064,33.87932205,2,"BCPC",0,0,0.368506365,6.977053846,4.299240926,3.055654779,0,0,0,0,6.706815845,69.72140427,0,0,0,0,0,0,0,9.826836402,5.812962847,0.524724259,1.887243931,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,26,-880005.2115,605336.2553,831,3,4.002408981,3.096612215,1375.749146,0.010627265,1.549899697,5.073954582,24.73818588,0.349268317,7.527404785,34.06996155,2,"BCPC",0,0,0,2.388197871,6.376734521,0,0,0,0,0,2.732886223,86.2040949,0,0,0,0,0,0,0,0.393929546,3.634324327,0.366394991,0.079770733,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,27,-864685.1645,600944.721,609,3.3,1.3716712,3.329941988,1398.105957,0.006019409,1.574016571,4.840669632,47.53469467,0.344574273,7.568110943,33.96379852,2,"BCPC",0,0,0,11.21759934,7.602214121,4.194837369,0,0,0,0,5.051634139,53.6810416,0,0,0,0,0,0,0,12.03477545,6.151733582,0.461265531,0.464552238,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,28,-872019.6353,598224.3089,691,3.3,0.55352813,3.229159832,1380.089111,0.007267191,1.559857726,4.933781147,31.49640846,0.347307056,7.539460182,34.04073334,2,"BCPC",0,3.506437935,0,5.18722884,11.39074986,0,0,0,0,0,10.06865031,66.47516534,0,0,0,0,0,0,0.286953085,4.957298484,5.415962821,0.417296952,0.288792528,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,29,-892813.2537,590512.0086,1035,NA,7.066735268,2.934138536,1323.740356,0.009665665,1.533910632,5.279931068,31.3265667,0.339449972,7.524134159,34.26013184,2,"BCPC",0,0,0,2.148572345,8.355559121,0,0,0,0,0,2.60215984,200.1753235,1.384635511,0,0,0,0,0,0.954921042,0.520431968,2.82557076,0.395803676,0.026737789,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,30,-893427.4121,579112.6012,919,2.9,0.600586176,2.905358076,1308.759277,0.013234543,1.522558093,5.239979267,33.28149033,0.326644212,7.527920246,34.3212738,2,"BCPC",0,0,0,0.661130165,9.715738941,0,0,0,0,0,0,299.0368387,0.005748958,0,0,0,0,0,0,0,2.137801315,0.435081431,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,32,-847033.4555,566127.447,677,3.2,2.328893661,3.31123209,1200.726563,0.008153685,1.557606339,4.558499336,53.62911987,0.459680349,7.53935194,34.11438751,2,"BCPC",0,0,0,1.875321339,31.06267348,0,0,0,0,0,22.68765886,47.87929793,0.751194059,0,0,0,0,0,0,6.227984786,9.018386817,0.602838909,0.729350827,0,0,0.028236372,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,33,-824232.0562,556141.8096,852,3.1,2.869288921,3.054768324,1059.248657,0.003426719,1.607241988,4.241148949,37.76407242,0.619189143,7.559230804,34.09852982,1,"BC",0,0.05635754,0,7.659502086,46.59743911,0,0,0,0,0,7.787587405,92.8618564,0,0,0,0,0,0,0,3.07404766,6.229935377,0.608754097,0.023055357,0,0,0.006148095,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,34,-817392.6786,551544.4855,1072,2.6,2.761015415,2.951405764,1008.176392,0.00304499,1.629669428,4.094461441,42.86723328,0.629543304,7.584974766,34.10013962,1,"BC",0,0.133166563,0,2.539455395,26.38556093,0,0,0,0,0,4.831159043,257.7237536,0.898100079,0,0,0,0,0,0.484354663,0.564254601,3.760212134,0.54257278,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,35,-923647.4675,764304.2455,738,3.2,4.915176392,3.146347284,1041.158569,0.011495525,1.840587497,3.702696085,73.45400238,0.340950936,7.59691906,33.50528717,3,"PC",0,8.917576638,0,8.967706676,5.475314076,0,0,0,0,0,16.87154256,9.480147057,0,0,0,0,0,0,0,6.430569787,11.16799861,0.647466752,0.008355006,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,36,-966887.8347,802665.5299,242,3.8,1.3901546,3.624070406,779.2536621,0.008391928,2.152578354,4.020848274,166.9636383,0.343382657,7.69261694,33.33012772,3,"PC",0,27.7769845,71.04529251,11.79748902,0,35.22811584,0.72900346,0,0,0,0,0,0,2.77037587,0,4.889855795,2.249659114,0.037426517,0.863250748,0,8.509734853,0.518095635,5.954884287,0,0,0,0.089498193,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,37,-1038725.625,821161.6448,210,3.9,2.707624912,3.573045015,825.569519,0.017371621,1.838760495,5.010513783,172.1949768,0.242506459,7.707742214,33.6307106,4,"PCZC",25.48568135,9.254664807,87.8800344,5.460095111,0,2.284598069,0.265541316,0,0,0,0,0,0,78.4289633,0,2093.259053,0,0,2.203678674,0,1.642929144,0.36088582,0.108416277,0,0,0,0.02121188,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,38,-1084138.265,863663.7913,334,3.4,7.631414413,3.452250719,866.5865479,0.015588343,1.407891035,4.13135767,125.934761,0.187589645,7.697405815,33.56148148,4,"PCZC",0,4.341651767,101.3126391,1.582835818,3.633834342,0,4.269198015,0,0,0,0,0,0,3.789888577,0,4.653760238,0.460359995,0.006688039,1.136966573,0,3.768573896,0.434403069,0.010589395,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,39,-1092397.462,869641.7054,578,3.6,1.718296885,3.375491142,853.7312012,0.011518828,1.341963887,4.067120075,94.00403595,0.153060943,7.671694756,33.58932495,4,"PCZC",0,11.87652667,0.742887217,8.889937418,18.04576722,7.443106818,0,0,0,0,11.64554944,129.9434901,0,0,0,0,0,0,0,14.51396429,6.72302171,0.413233542,0.052104165,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,40,-1096229.744,871390.9703,772,3.1,18.81063461,3.271879435,846.9665527,0.011232829,1.320332408,4.045780659,79.84759521,0.14956893,7.654198647,33.61256027,4,"PCZC",0,0,0,2.589802683,1.817450111,0,0,0,0,0,13.7646993,289.9355476,0.060156834,0,0,0,0,0,0,1.442744408,2.78085715,0.523315715,0.172823447,0,0,0,0.003568626,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,41,-1192510.988,958257.8755,824,3.1,2.356483459,3.261930227,880.236145,0.011147165,1.203116775,3.745408058,59.42888641,0.260911345,7.5606637,33.90688324,4,"PCZC",0,0.101856375,0,1.037602328,0,0,0,0,0,0,0,251.504333,0.684912729,0,0,0,0,0,0,0,1.545065931,0.308469373,0.092813052,0,0,0,0.003807715,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,42,-1187304.652,973355.6439,648,3.4,11.01644993,3.45225215,881.9308472,0.012656773,1.22276926,3.815242767,94.92661285,0.278431594,7.584860802,33.79434586,4,"PCZC",0,2.654318776,0,2.118146383,4.236292766,0,0,0,0,0,9.815670833,293.9419155,0.003185183,0,0,0,0,0,0,2.34110916,2.331578728,0.345294247,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,43,-1182116.506,973131.0612,330,3.4,0.521658003,3.49220705,879.1552124,0.012814584,1.227719426,3.83088851,119.1305313,0.278579384,7.615227222,33.72926331,4,"PCZC",0,0,5.779921157,1.743764092,7.021419373,0,39.60430825,0,0,0,0,172.4909804,0,1.60467508,0,0.193179183,0,0.012878612,0,0,2.804295262,0.450523749,0,0,0,0,0,0,0.004121156,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,44,-1184378.027,972026.827,469,3.7,3.365342379,3.489495754,886.0494385,0.012737297,1.222942948,3.820231199,104.0606003,0.278330147,7.596378326,33.76322556,4,"PCZC",0,9.678975676,9.712066192,6.802858403,14.29234499,0,50.57057975,0,0,0,3.40005043,280.4090252,0,0,0,0,0,0.231633606,0.172070679,3.868832728,3.010302203,0.419194809,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,45,-1166255.298,1037337.647,870,3,1.122045994,3.259183884,817.0227661,0.007198335,1.353173137,3.667519569,115.533638,0.196960583,7.684933662,33.4650116,5,"ZC",0,8.164349855,0,6.803624879,7.722257775,0,0,0,0,0,17.5975614,413.9589484,2.468825906,0,0,0,0,0,0,1.334888426,3.236787463,0.414830347,0.08784427,0.028707278,0,0,0.01033462,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,47,-1162297.194,1039528.71,667,3.3,5.414893627,3.36587739,815.8459473,0.006266489,1.368500233,3.66159153,121.3628006,0.201407701,7.692941666,33.42389679,5,"ZC",0,12.82096461,0,6.368363498,7.134925771,0,0,0,0,0,18.86922518,142.7209788,0,0,0,0,0,0,0,4.88858944,5.375056239,0.434924341,0.219579377,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,48,-1160653.227,1045678.434,505,3.7,9.198009491,3.443225622,811.9359741,0.007204559,1.387326121,3.642236948,110.4449692,0.214218736,7.679258347,33.39587021,5,"ZC",0,10.03553398,2.915802301,16.79415891,3.83204332,0,41.95305936,0,0,0,1.956444058,136.2234809,0,0,2.527747281,0,0,0,0.240378526,3.223012525,4.846357486,0.44715853,1.42933599,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,49,-1159587.212,1047627.698,346,3.2,1.563007832,3.447290421,811.3356934,0.007289245,1.394451261,3.639101505,109.5480423,0.218758911,7.67673111,33.38358307,5,"ZC",0,10.1776509,22.35168716,1.154771929,5.225832287,18.3337519,0.487073293,0,0,0,0,49.44548859,0,6.408564795,4.73372609,2.424182233,0,0,2.326320205,0,10.24416993,0.527450094,0.058717217,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,50,-1243706.451,1106295.404,922,2.9,2.572950363,2.97025919,795.8373413,0.0120125,1.62291944,3.97228241,42.99826431,0.296990156,7.565180779,33.84743881,7,"ZCRC",0,0,0,0,3.198240428,0,0,0,0,0,1.896374918,204.3392141,4.629466782,0,0,0,0,0,0,0,2.649873867,0.33450939,0.024220754,0,0,0,0.126608485,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,51,-1245850.856,1104527.478,1030,2.8,5.993387699,2.935904503,807.0655518,0.013492453,1.621111751,3.974326611,41.13425064,0.282945424,7.563269615,33.86700058,7,"ZCRC",0,0,0,0,0,0,0,0,0,0,0,289.2350461,11.35332576,0,0,0,0,0,0,0,2.458500436,0.551014044,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,52,-1236807.46,1119171.641,654,3.3,2.047920942,3.2870543,756.5802002,0.01217618,1.669964552,3.987813234,74.05958557,0.357928902,7.602926731,33.72930527,7,"ZCRC",0,1.716093791,0,0,0,0,0,0,0,0,2.820114129,873.1685418,0,0,0,0,0,0,0,1.701793009,1.304797322,0.323310687,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,53,-1235711.141,1134878.073,287,3.2,4.029896736,3.229971886,755.0516968,0.009962285,1.704902887,4.080533981,158.8059692,0.369826317,7.706335068,33.63881302,7,"ZCRC",0,2.176394945,2.422299309,0.803287589,1.20125695,4.855339268,4.355616377,0,0.730364226,0,0,0,0,0.245904364,0,10.92437203,0,0,3.388957843,0,11.01595934,0.634344899,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,54,-1261901.867,1159636.797,670,3.3,8.095640182,3.286199331,759.3328247,0.013601903,1.678389192,4.157544613,146.4732819,0.228691861,7.66060257,33.5040741,7,"ZCRC",0,0.730353573,0,6.497916708,5.416324395,0,0,0,0,0,4.404422308,751.9714808,0,0,0,0,0,0,0,3.779997879,1.876814137,0.47848054,0.362946699,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,55,-1283183.662,1165677.168,818,3.1,5.151813984,3.341488123,763.9772949,0.014699651,1.722315073,4.379915237,161.2606812,0.186056778,7.709540844,33.52473068,7,"ZCRC",0,0.695016119,0,0,0,0,0,0,0,0,4.635144262,173.2174363,0.215659413,0,0,0,0,0,0,0.472202128,2.016104494,0.390848223,0.341375564,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,56,-1290976.122,1175197.761,471,3.7,10.28332424,3.429169416,757.2070313,0.014910152,1.751455545,4.450321198,169.2195587,0.162819356,7.736278534,33.45085144,7,"ZCRC",0,5.673394062,68.22341974,8.076310461,22.78775231,4.030449916,31.98561401,0,0,0,13.89810316,419.1234132,0,0,1.897790267,0,0,0,0,11.18126657,3.883484922,0.376516722,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,57,-1295882.608,1181111.748,235,2.9,3.62853241,3.249285221,754.2294922,0.015657844,1.734917402,4.333228111,181.299118,0.151713669,7.764801979,33.42519379,7,"ZCRC",0,13.37166078,24.52977833,4.529885778,1.048656418,0.756530702,3.231204874,0,0,0,0,0,0,2.327190721,0,11.8327704,0,0,13.37940947,0.183385728,9.474120425,0.685978558,0.136376992,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,58,-1357385.064,1191925.317,1154,2.6,0.920470536,2.882267714,810.7369385,0.013924123,1.587179422,4.090592861,40.63153458,0.224172533,7.562916756,33.88623428,7,"ZCRC",0,0,0,0,0,0,0,0,0,0,0,68.37556826,5.351757663,0,0,0,0,0,0,0,5.160706005,0.384401386,0,0,0,0.00315074,0,0,4.030922267,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,59,-1357197.078,1203873.437,903,3,1.513084531,3.066079378,805.951355,0.014004785,1.56255281,4.044332981,31.53928185,0.205917254,7.530973911,33.86275864,7,"ZCRC",0,0,0,1.031657808,0,0,0,0,0,0,0,115.1222758,4.807420647,0,0,0,0,0,0,0,2.229359747,0.423426317,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,60,-1347290.505,1205614.91,709,3.4,1.987679839,3.148226976,791.8917847,0.018518843,1.56846571,4.027207375,39.40266037,0.20790796,7.538843155,33.77313232,7,"ZCRC",0,0,0,0,0,0,0,0,0,0,2.569788559,737.5915325,0.968404531,0,0,0,0,0,0,6.310859694,1.332882728,0.298502893,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,61,-1349833.552,1222474.953,500,3.7,1.333357334,3.377429008,795.4291382,0.018901566,1.515044808,3.971367836,82.13635254,0.19269079,7.571258068,33.79935455,7,"ZCRC",0,1.656931302,0,1.608671167,0.949115988,0,6.166572805,0,0,0,2.337935429,261.1329094,0,0,0,0,0,0,0,2.906332574,1.679534279,0.285243018,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,62,-1354876.483,1292876.289,1054,2.6,4.061993599,3.068565369,777.4453125,0.016402218,1.540810466,3.925210238,47.81987762,0.110624358,7.612681866,33.76633453,8,"RC",0,0,0,0,0.683118227,0,0,0,0,0,1.113116754,125.6205626,4.809274306,0,0,0,0,0,0,0,3.306583707,0.59152209,0.799004355,0.894152965,0,0,0,0,0,0.079900436,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,63,-1337674.919,1290849.624,647,3.3,2.560113192,3.305488825,769.513916,0.011737648,1.563807607,3.932222128,80.49179077,0.125947043,7.655061245,33.63805008,8,"RC",0,2.635344424,0,1.861002282,1.902300529,0,0,0,0,0,0.668515383,258.3928106,0,0,0,0,0,0,0,0.463572829,2.629369419,0.613817716,0.009808334,0.278763171,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,65,-1322016.413,1285015.783,450,3.4,0.86615026,3.417939901,734.1026611,0.005626705,1.550198793,3.870910883,137.8243866,0.098441437,7.719950199,33.52173996,12,"OS",0,8.938762523,3.409515442,4.724534144,17.80182034,0,15.80265545,0,0,0,3.347830129,165.1624236,0,0,0,0,0,0,0,0,4.77932163,0.380723685,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
57,200202,66,-1333952.887,1264498.576,209,3,0.294730723,3.228789091,746.1594238,0.006934939,1.492304802,3.834459543,195.7828064,0.114324182,7.76736021,33.65245056,12,"OS",9.821980361,0,11.83443505,6.136484978,0,0,16.88960109,0,4.316264764,0,0,0,0,2.817436568,0,0.467370075,0,0.01742125,48.42807014,0,7.263603972,0.532832051,1.225494797,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999
